"","LEA","Center","Distance"
"4748","KIMMAGE-RATHMINES","Nenagh Vaccination Centre",137044.389924323
"4749","KINNEGAD","Nenagh Vaccination Centre",104354.968450794
"4750","LAYTOWN-BETTYSTOWN","Nenagh Vaccination Centre",148192.636583543
"4751","LEIXLIP","Nenagh Vaccination Centre",126570.960431992
"4752","LETTERKENNY","Nenagh Vaccination Centre",233625.791554964
"4753","LIFFORD-STRANORLAR","Nenagh Vaccination Centre",220203.250857306
"4754","LIMERICK CITY EAST","Nenagh Vaccination Centre",33725.9267348127
"4755","LIMERICK CITY NORTH","Nenagh Vaccination Centre",37867.0436230296
"4756","LIMERICK CITY WEST","Nenagh Vaccination Centre",44046.6093175444
"4757","LISMORE","Nenagh Vaccination Centre",82464.3064987977
"4758","LISTOWEL","Nenagh Vaccination Centre",102960.027531675
"4759","LONGFORD","Nenagh Vaccination Centre",101894.856418901
"4760","LOUGHREA","Nenagh Vaccination Centre",35750.1096579094
"4761","LUCAN","Nenagh Vaccination Centre",128169.269688199
"4762","MACROOM","Nenagh Vaccination Centre",116981.492978424
"4763","MALLOW","Nenagh Vaccination Centre",87892.8859804695
"4764","MANORHAMILTON","Nenagh Vaccination Centre",159446.217158965
"4765","MAYNOOTH","Nenagh Vaccination Centre",115563.763104379
"4766","MIDLETON","Nenagh Vaccination Centre",104505.671169877
"4767","MILFORD","Nenagh Vaccination Centre",251609.449403555
"4768","MOATE","Nenagh Vaccination Centre",80576.6475770494
"4769","MONAGHAN","Nenagh Vaccination Centre",177534.134367914
"4770","MUINEBEAG","Nenagh Vaccination Centre",88949.4502817462
"4771","MULLINGAR","Nenagh Vaccination Centre",93778.7959975444
"4772","NAAS","Nenagh Vaccination Centre",113383.631479022
"4773","NAVAN","Nenagh Vaccination Centre",131494.310041544
"4774","NENAGH","Nenagh Vaccination Centre",15317.3979379749
"4775","NEW ROSS","Nenagh Vaccination Centre",107650.074564778
"4776","NEWBRIDGE","Nenagh Vaccination Centre",103124.014447615
"4777","NEWCASTLE WEST","Nenagh Vaccination Centre",78566.8431499053
"4778","NEWPORT","Nenagh Vaccination Centre",11009.2469068138
"4779","NORTH INNER CITY","Nenagh Vaccination Centre",141005.177832483
"4780","ONGAR","Nenagh Vaccination Centre",131855.251489743
"4781","PALMERSTOWN-FONTHILL","Nenagh Vaccination Centre",132215.619869353
"4782","PEMBROKE","Nenagh Vaccination Centre",140598.943360812
"4783","PILTOWN","Nenagh Vaccination Centre",89704.9615042139
"4784","PORTLAOISE","Nenagh Vaccination Centre",60421.5948573516
"4785","PORTLAW-KILMACTHOMAS","Nenagh Vaccination Centre",83739.4392365379
"4786","RATHFARNHAM-TEMPLEOGUE","Nenagh Vaccination Centre",134570.699571492
"4787","RATOATH","Nenagh Vaccination Centre",128061.601895142
"4788","ROSCOMMON","Nenagh Vaccination Centre",96868.0890113598
"4789","ROSCREA-TEMPLEMORE","Nenagh Vaccination Centre",23306.3103532439
"4790","ROSSLARE","Nenagh Vaccination Centre",129579.297688776
"4791","RUSH-LUSK","Nenagh Vaccination Centre",149335.9228318
"4792","SHANNON","Nenagh Vaccination Centre",43716.0287158774
"4793","SKIBBEREEN-WEST CORK","Nenagh Vaccination Centre",148652.607812699
"4794","SLIGO-DRUMCLIFF","Nenagh Vaccination Centre",161330.465701902
"4795","SLIGO-STRANDHILL","Nenagh Vaccination Centre",157787.507597061
"4796","SOUTH EAST INNER CITY","Nenagh Vaccination Centre",140959.35822405
"4797","SOUTH WEST INNER CITY","Nenagh Vaccination Centre",137351.145918266
"4798","STILLORGAN","Nenagh Vaccination Centre",141187.650710585
"4799","SWINFORD","Nenagh Vaccination Centre",125696.964926588
"4800","SWORDS","Nenagh Vaccination Centre",144745.992807115
"4801","TALLAGHT CENTRAL","Nenagh Vaccination Centre",131181.081015217
"4802","TALLAGHT SOUTH","Nenagh Vaccination Centre",127393.820037587
"4803","THURLES","Nenagh Vaccination Centre",33268.8082262408
"4804","TRALEE","Nenagh Vaccination Centre",123760.160944103
"4805","TRAMORE-WATERFORD CITY WEST","Nenagh Vaccination Centre",101140.99508312
"4806","TRIM","Nenagh Vaccination Centre",112244.221878836
"4807","TUAM","Nenagh Vaccination Centre",86434.8417898078
"4808","TULLAMORE","Nenagh Vaccination Centre",62302.9269771347
"4809","TULLOW","Nenagh Vaccination Centre",99545.6495259976
"4810","WATERFORD CITY EAST","Nenagh Vaccination Centre",107580.492291388
"4811","WATERFORD CITY SOUTH","Nenagh Vaccination Centre",102391.646050412
"4812","WESTPORT","Nenagh Vaccination Centre",137957.704658628
"4813","WEXFORD","Nenagh Vaccination Centre",126828.440925003
"4814","WICKLOW","Nenagh Vaccination Centre",133919.189622609
"4815","ADARE-RATHKEALE","Clonmel Vaccination Centre",81661.154246869
"4816","ARDEE","Clonmel Vaccination Centre",188173.007417284
"4817","ARKLOW","Clonmel Vaccination Centre",115233.999688241
"4818","ARTANE-WHITEHALL","Clonmel Vaccination Centre",153933.318567424
"4819","ASHBOURNE","Clonmel Vaccination Centre",161258.912447904
"4820","ATHENRY-ORANMORE","Clonmel Vaccination Centre",131796.987691443
"4821","ATHLONE","Clonmel Vaccination Centre",121799.703764314
"4822","ATHLONE","Clonmel Vaccination Centre",126279.309490375
"4823","ATHY","Clonmel Vaccination Centre",91988.923104045
"4824","BAILIEBOROUGH-COOTEHILL","Clonmel Vaccination Centre",186377.994724798
"4825","BALBRIGGAN","Clonmel Vaccination Centre",171823.835059799
"4826","BALLINA","Clonmel Vaccination Centre",224769.500898206
"4827","BALLINAMORE","Clonmel Vaccination Centre",186873.325109307
"4828","BALLINASLOE","Clonmel Vaccination Centre",130642.396391408
"4829","BALLYBAY-CLONES","Clonmel Vaccination Centre",203537.862928764
"4830","BALLYFERMOT-DRIMNAGH","Clonmel Vaccination Centre",143614.614831296
"4831","BALLYJAMESDUFF","Clonmel Vaccination Centre",171116.495624733
"4832","BALLYMAHON","Clonmel Vaccination Centre",141396.371750204
"4833","BALLYMOTE-TOBERCURRY","Clonmel Vaccination Centre",205487.942098348
"4834","BALLYMUN-FINGLAS","Clonmel Vaccination Centre",150777.877167105
"4835","BALTINGLASS","Clonmel Vaccination Centre",105399.13634735
"4836","BANDON-KINSALE","Clonmel Vaccination Centre",95620.2954986305
"4837","BANTRY-WEST CORK","Clonmel Vaccination Centre",147029.696054344
"4838","BELMULLET","Clonmel Vaccination Centre",237492.231729545
"4839","BIRR","Clonmel Vaccination Centre",87271.7798458281
"4840","BLACKROCK","Clonmel Vaccination Centre",147621.359645194
"4841","BLANCHARDSTOWN-MULHUDDART","Clonmel Vaccination Centre",150764.1371702
"4842","BORRIS-IN-OSSORY-MOUNTMELLICK","Clonmel Vaccination Centre",72451.9253609288
"4843","BOYLE","Clonmel Vaccination Centre",174823.254914348
"4844","BRAY EAST","Clonmel Vaccination Centre",144411.576268529
"4845","BRAY WEST","Clonmel Vaccination Centre",137014.354640668
"4846","BUNCRANA","Clonmel Vaccination Centre",305815.783508941
"4847","CABRA-GLASNEVIN","Clonmel Vaccination Centre",147791.270845572
"4848","CAHIR","Clonmel Vaccination Centre",16407.0250277448
"4849","CALLAN-THOMASTOWN","Clonmel Vaccination Centre",41518.9211019385
"4850","CAPPAMORE-KILMALLOCK","Clonmel Vaccination Centre",49216.4228671929
"4851","CARLOW","Clonmel Vaccination Centre",77741.1811744264
"4852","CARNDONAGH","Clonmel Vaccination Centre",324054.862223286
"4853","CARRICK-ON-SHANNON","Clonmel Vaccination Centre",175218.060329268
"4854","CARRICK-ON-SUIR","Clonmel Vaccination Centre",19809.0600432186
"4855","CARRICKMACROSS-CASTLEBLAYNEY","Clonmel Vaccination Centre",199035.86593026
"4856","CARRIGALINE","Clonmel Vaccination Centre",77252.338588397
"4857","CASHEL-TIPPERARY","Clonmel Vaccination Centre",30316.1857615639
"4858","CASTLEBAR","Clonmel Vaccination Centre",193924.665340296
"4859","CASTLECOMER","Clonmel Vaccination Centre",51219.3611383736
"4860","CASTLEISLAND","Clonmel Vaccination Centre",116817.775327259
"4861","CASTLEKNOCK","Clonmel Vaccination Centre",144459.764886064
"4862","CAVAN-BELTURBET","Clonmel Vaccination Centre",196028.929768815
"4863","CELBRIDGE","Clonmel Vaccination Centre",134348.25783279
"4864","CLANE","Clonmel Vaccination Centre",122865.693523202
"4865","CLAREMORRIS","Clonmel Vaccination Centre",170731.383092606
"4866","CLONDALKIN","Clonmel Vaccination Centre",134608.38761161
"4867","CLONMEL","Clonmel Vaccination Centre",6515.6160072579
"4868","CLONTARF","Clonmel Vaccination Centre",152906.22929354
"4869","COBH","Clonmel Vaccination Centre",61950.6397714488
"4870","CONAMARA NORTH","Clonmel Vaccination Centre",180367.165732936
"4871","CONAMARA SOUTH","Clonmel Vaccination Centre",152261.028764139
"4872","CORCA DHUIBHNE","Clonmel Vaccination Centre",162812.413665241
"4873","CORK CITY NORTH EAST","Clonmel Vaccination Centre",67067.5722905685
"4874","CORK CITY NORTH WEST","Clonmel Vaccination Centre",74444.4841494353
"4875","CORK CITY SOUTH CENTRAL","Clonmel Vaccination Centre",73714.3817472906
"4876","CORK CITY SOUTH EAST","Clonmel Vaccination Centre",70876.9474840153
"4877","CORK CITY SOUTH WEST","Clonmel Vaccination Centre",76896.6290296197
"4878","DONAGHMEDE","Clonmel Vaccination Centre",156316.550410765
"4879","DONEGAL","Clonmel Vaccination Centre",256564.642015581
"4880","DROGHEDA RURAL","Clonmel Vaccination Centre",182231.807874947
"4881","DROGHEDA URBAN","Clonmel Vaccination Centre",177413.897179733
"4882","DÚN LAOGHAIRE","Clonmel Vaccination Centre",149127.737890156
"4883","DUNDALK-CARLINGFORD","Clonmel Vaccination Centre",210202.641026477
"4884","DUNDALK SOUTH","Clonmel Vaccination Centre",200364.75556618
"4885","DUNDRUM","Clonmel Vaccination Centre",144365.433854011
"4886","DUNGARVAN","Clonmel Vaccination Centre",32995.8746825964
"4887","EDENDERRY","Clonmel Vaccination Centre",108729.03955846
"4888","ENNIS","Clonmel Vaccination Centre",100656.935442723
"4889","ENNISCORTHY","Clonmel Vaccination Centre",79045.6455193551
"4890","ENNISTIMON","Clonmel Vaccination Centre",120615.530022343
"4891","FERMOY","Clonmel Vaccination Centre",45975.6166452462
"4892","FIRHOUSE-BOHERNABREENA","Clonmel Vaccination Centre",136212.949302218
"4893","GALWAY CITY CENTRAL","Clonmel Vaccination Centre",137585.58913608
"4894","GALWAY CITY EAST","Clonmel Vaccination Centre",134281.000881663
"4895","GALWAY CITY WEST","Clonmel Vaccination Centre",137514.423866738
"4896","GLENCULLEN-SANDYFORD","Clonmel Vaccination Centre",141235.164302868
"4897","GLENTIES","Clonmel Vaccination Centre",290598.576410874
"4898","GOREY","Clonmel Vaccination Centre",101813.498661103
"4899","GORT-KINVARA","Clonmel Vaccination Centre",112013.50789959
"4900","GRAIGUECULLEN-PORTARLINGTON","Clonmel Vaccination Centre",81055.2359859349
"4901","GRANARD","Clonmel Vaccination Centre",161549.352393795
"4902","GREYSTONES","Clonmel Vaccination Centre",139347.0843015
"4903","HOWTH-MALAHIDE","Clonmel Vaccination Centre",159025.910065728
"4904","KANTURK","Clonmel Vaccination Centre",86693.8183631754
"4905","KELLS","Clonmel Vaccination Centre",165485.045522888
"4906","KENMARE","Clonmel Vaccination Centre",153362.081577718
"4907","KILDARE","Clonmel Vaccination Centre",105697.396353674
"4908","KILKENNY","Clonmel Vaccination Centre",46772.2270531844
"4909","KILLALOE","Clonmel Vaccination Centre",85239.8090928066
"4910","KILLARNEY","Clonmel Vaccination Centre",121734.450758927
"4911","KILLINEY-SHANKILL","Clonmel Vaccination Centre",145162.52924695
"4912","KILMUCKRIDGE","Clonmel Vaccination Centre",93139.8943630024
"4913","KILRUSH","Clonmel Vaccination Centre",116376.782646728
"4914","KIMMAGE-RATHMINES","Clonmel Vaccination Centre",144844.776276838
"4915","KINNEGAD","Clonmel Vaccination Centre",143171.565395084
"4916","LAYTOWN-BETTYSTOWN","Clonmel Vaccination Centre",173041.409959213
"4917","LEIXLIP","Clonmel Vaccination Centre",140479.559152375
"4918","LETTERKENNY","Clonmel Vaccination Centre",289070.670614248
"4919","LIFFORD-STRANORLAR","Clonmel Vaccination Centre",275142.654785708
"4920","LIMERICK CITY EAST","Clonmel Vaccination Centre",64312.3531207898
"4921","LIMERICK CITY NORTH","Clonmel Vaccination Centre",71642.8053770749
"4922","LIMERICK CITY WEST","Clonmel Vaccination Centre",73620.3405159522
"4923","LISMORE","Clonmel Vaccination Centre",25700.0154890773
"4924","LISTOWEL","Clonmel Vaccination Centre",124597.577366459
"4925","LONGFORD","Clonmel Vaccination Centre",155427.648227585
"4926","LOUGHREA","Clonmel Vaccination Centre",100356.183171366
"4927","LUCAN","Clonmel Vaccination Centre",140163.371299052
"4928","MACROOM","Clonmel Vaccination Centre",96697.1629472863
"4929","MALLOW","Clonmel Vaccination Centre",70367.5358477513
"4930","MANORHAMILTON","Clonmel Vaccination Centre",218350.578119062
"4931","MAYNOOTH","Clonmel Vaccination Centre",133064.80789557
"4932","MIDLETON","Clonmel Vaccination Centre",53154.1173721253
"4933","MILFORD","Clonmel Vaccination Centre",306656.738107698
"4934","MOATE","Clonmel Vaccination Centre",125731.354665216
"4935","MONAGHAN","Clonmel Vaccination Centre",220890.527693805
"4936","MUINEBEAG","Clonmel Vaccination Centre",64937.2670994572
"4937","MULLINGAR","Clonmel Vaccination Centre",133157.632065673
"4938","NAAS","Clonmel Vaccination Centre",122564.808927824
"4939","NAVAN","Clonmel Vaccination Centre",159025.26928505
"4940","NENAGH","Clonmel Vaccination Centre",76126.6778736369
"4941","NEW ROSS","Clonmel Vaccination Centre",61716.9232614046
"4942","NEWBRIDGE","Clonmel Vaccination Centre",112245.442008488
"4943","NEWCASTLE WEST","Clonmel Vaccination Centre",93200.1415087
"4944","NEWPORT","Clonmel Vaccination Centre",59510.5590598334
"4945","NORTH INNER CITY","Clonmel Vaccination Centre",149525.148220829
"4946","ONGAR","Clonmel Vaccination Centre",145281.694785777
"4947","PALMERSTOWN-FONTHILL","Clonmel Vaccination Centre",143007.811433007
"4948","PEMBROKE","Clonmel Vaccination Centre",147667.181202715
"4949","PILTOWN","Clonmel Vaccination Centre",38392.0424231482
"4950","PORTLAOISE","Clonmel Vaccination Centre",74357.3950525473
"4951","PORTLAW-KILMACTHOMAS","Clonmel Vaccination Centre",20830.2758332108
"4952","RATHFARNHAM-TEMPLEOGUE","Clonmel Vaccination Centre",142046.471609534
"4953","RATOATH","Clonmel Vaccination Centre",147100.636292951
"4954","ROSCOMMON","Clonmel Vaccination Centre",158671.801581407
"4955","ROSCREA-TEMPLEMORE","Clonmel Vaccination Centre",53317.8097463015
"4956","ROSSLARE","Clonmel Vaccination Centre",80484.375642967
"4957","RUSH-LUSK","Clonmel Vaccination Centre",164897.023892446
"4958","SHANNON","Clonmel Vaccination Centre",82321.3660355592
"4959","SKIBBEREEN-WEST CORK","Clonmel Vaccination Centre",121570.864104538
"4960","SLIGO-DRUMCLIFF","Clonmel Vaccination Centre",222497.907105515
"4961","SLIGO-STRANDHILL","Clonmel Vaccination Centre",219467.298380311
"4962","SOUTH EAST INNER CITY","Clonmel Vaccination Centre",148793.885461871
"4963","SOUTH WEST INNER CITY","Clonmel Vaccination Centre",146202.515458218
"4964","STILLORGAN","Clonmel Vaccination Centre",146158.081038486
"4965","SWINFORD","Clonmel Vaccination Centre",189982.595639497
"4966","SWORDS","Clonmel Vaccination Centre",157948.760047057
"4967","TALLAGHT CENTRAL","Clonmel Vaccination Centre",139511.460519241
"4968","TALLAGHT SOUTH","Clonmel Vaccination Centre",134505.66539844
"4969","THURLES","Clonmel Vaccination Centre",35872.554451796
"4970","TRALEE","Clonmel Vaccination Centre",137538.432229991
"4971","TRAMORE-WATERFORD CITY WEST","Clonmel Vaccination Centre",41612.8028193147
"4972","TRIM","Clonmel Vaccination Centre",139584.904142154
"4973","TUAM","Clonmel Vaccination Centre",151023.134111036
"4974","TULLAMORE","Clonmel Vaccination Centre",103772.682395025
"4975","TULLOW","Clonmel Vaccination Centre",83750.5045521261
"4976","WATERFORD CITY EAST","Clonmel Vaccination Centre",50533.0502152097
"4977","WATERFORD CITY SOUTH","Clonmel Vaccination Centre",44486.1624356306
"4978","WESTPORT","Clonmel Vaccination Centre",201112.774108504
"4979","WEXFORD","Clonmel Vaccination Centre",83455.3787291349
"4980","WICKLOW","Clonmel Vaccination Centre",127348.497436223
"4981","ADARE-RATHKEALE","Waterford Vaccination Centre - WIT Arena",120750.421543546
"4982","ARDEE","Waterford Vaccination Centre - WIT Arena",186136.39763655
"4983","ARKLOW","Waterford Vaccination Centre - WIT Arena",93934.8028570219
"4984","ARTANE-WHITEHALL","Waterford Vaccination Centre - WIT Arena",142766.077167934
"4985","ASHBOURNE","Waterford Vaccination Centre - WIT Arena",156231.11390629
"4986","ATHENRY-ORANMORE","Waterford Vaccination Centre - WIT Arena",163718.15851752
"4987","ATHLONE","Waterford Vaccination Centre - WIT Arena",140767.693841123
"4988","ATHLONE","Waterford Vaccination Centre - WIT Arena",149310.316703423
"4989","ATHY","Waterford Vaccination Centre - WIT Arena",86101.7046883398
"4990","BAILIEBOROUGH-COOTEHILL","Waterford Vaccination Centre - WIT Arena",193031.366840867
"4991","BALBRIGGAN","Waterford Vaccination Centre - WIT Arena",162528.041976558
"4992","BALLINA","Waterford Vaccination Centre - WIT Arena",253470.155992185
"4993","BALLINAMORE","Waterford Vaccination Centre - WIT Arena",203032.201602333
"4994","BALLINASLOE","Waterford Vaccination Centre - WIT Arena",157432.404944624
"4995","BALLYBAY-CLONES","Waterford Vaccination Centre - WIT Arena",209757.69179227
"4996","BALLYFERMOT-DRIMNAGH","Waterford Vaccination Centre - WIT Arena",133291.343925407
"4997","BALLYJAMESDUFF","Waterford Vaccination Centre - WIT Arena",180400.164061331
"4998","BALLYMAHON","Waterford Vaccination Centre - WIT Arena",158454.920288203
"4999","BALLYMOTE-TOBERCURRY","Waterford Vaccination Centre - WIT Arena",229820.498729639
"5000","BALLYMUN-FINGLAS","Waterford Vaccination Centre - WIT Arena",140516.206927012
"5001","BALTINGLASS","Waterford Vaccination Centre - WIT Arena",90743.4405973568
"5002","BANDON-KINSALE","Waterford Vaccination Centre - WIT Arena",118013.532887205
"5003","BANTRY-WEST CORK","Waterford Vaccination Centre - WIT Arena",175569.851537859
"5004","BELMULLET","Waterford Vaccination Centre - WIT Arena",269097.208059553
"5005","BIRR","Waterford Vaccination Centre - WIT Arena",108079.18011659
"5006","BLACKROCK","Waterford Vaccination Centre - WIT Arena",134204.660784598
"5007","BLANCHARDSTOWN-MULHUDDART","Waterford Vaccination Centre - WIT Arena",141729.358318421
"5008","BORRIS-IN-OSSORY-MOUNTMELLICK","Waterford Vaccination Centre - WIT Arena",85500.2447326496
"5009","BOYLE","Waterford Vaccination Centre - WIT Arena",196067.493990645
"5010","BRAY EAST","Waterford Vaccination Centre - WIT Arena",128202.193146412
"5011","BRAY WEST","Waterford Vaccination Centre - WIT Arena",121751.548157775
"5012","BUNCRANA","Waterford Vaccination Centre - WIT Arena",316925.577072049
"5013","CABRA-GLASNEVIN","Waterford Vaccination Centre - WIT Arena",137335.957071433
"5014","CAHIR","Waterford Vaccination Centre - WIT Arena",53698.0229367704
"5015","CALLAN-THOMASTOWN","Waterford Vaccination Centre - WIT Arena",30071.0999872129
"5016","CAPPAMORE-KILMALLOCK","Waterford Vaccination Centre - WIT Arena",88290.962540376
"5017","CARLOW","Waterford Vaccination Centre - WIT Arena",67591.4367264009
"5018","CARNDONAGH","Waterford Vaccination Centre - WIT Arena",333977.73844656
"5019","CARRICK-ON-SHANNON","Waterford Vaccination Centre - WIT Arena",192901.269032023
"5020","CARRICK-ON-SUIR","Waterford Vaccination Centre - WIT Arena",41003.3837297617
"5021","CARRICKMACROSS-CASTLEBLAYNEY","Waterford Vaccination Centre - WIT Arena",201088.036537078
"5022","CARRIGALINE","Waterford Vaccination Centre - WIT Arena",98231.9566838308
"5023","CASHEL-TIPPERARY","Waterford Vaccination Centre - WIT Arena",68491.802901602
"5024","CASTLEBAR","Waterford Vaccination Centre - WIT Arena",225024.909333539
"5025","CASTLECOMER","Waterford Vaccination Centre - WIT Arena",54696.9332362279
"5026","CASTLEISLAND","Waterford Vaccination Centre - WIT Arena",153518.682579331
"5027","CASTLEKNOCK","Waterford Vaccination Centre - WIT Arena",135689.789803997
"5028","CAVAN-BELTURBET","Waterford Vaccination Centre - WIT Arena",209816.085829896
"5029","CELBRIDGE","Waterford Vaccination Centre - WIT Arena",127170.836317297
"5030","CLANE","Waterford Vaccination Centre - WIT Arena",122062.956520505
"5031","CLAREMORRIS","Waterford Vaccination Centre - WIT Arena",201374.322085056
"5032","CLONDALKIN","Waterford Vaccination Centre - WIT Arena",125434.454377663
"5033","CLONMEL","Waterford Vaccination Centre - WIT Arena",38558.6731269669
"5034","CLONTARF","Waterford Vaccination Centre - WIT Arena",141101.358095465
"5035","COBH","Waterford Vaccination Centre - WIT Arena",87670.3271615217
"5036","CONAMARA NORTH","Waterford Vaccination Centre - WIT Arena",215876.436473527
"5037","CONAMARA SOUTH","Waterford Vaccination Centre - WIT Arena",188103.841773644
"5038","CORCA DHUIBHNE","Waterford Vaccination Centre - WIT Arena",199427.17370583
"5039","CORK CITY NORTH EAST","Waterford Vaccination Centre - WIT Arena",92325.350272145
"5040","CORK CITY NORTH WEST","Waterford Vaccination Centre - WIT Arena",101071.297294906
"5041","CORK CITY SOUTH CENTRAL","Waterford Vaccination Centre - WIT Arena",97549.2596344913
"5042","CORK CITY SOUTH EAST","Waterford Vaccination Centre - WIT Arena",93903.0037462536
"5043","CORK CITY SOUTH WEST","Waterford Vaccination Centre - WIT Arena",101818.715858011
"5044","DONAGHMEDE","Waterford Vaccination Centre - WIT Arena",144280.121024052
"5045","DONEGAL","Waterford Vaccination Centre - WIT Arena",274814.802502756
"5046","DROGHEDA RURAL","Waterford Vaccination Centre - WIT Arena",177448.07289365
"5047","DROGHEDA URBAN","Waterford Vaccination Centre - WIT Arena",172226.792282433
"5048","DÚN LAOGHAIRE","Waterford Vaccination Centre - WIT Arena",134815.102430972
"5049","DUNDALK-CARLINGFORD","Waterford Vaccination Centre - WIT Arena",207414.04814749
"5050","DUNDALK SOUTH","Waterford Vaccination Centre - WIT Arena",199040.981808045
"5051","DUNDRUM","Waterford Vaccination Centre - WIT Arena",131936.371847249
"5052","DUNGARVAN","Waterford Vaccination Centre - WIT Arena",41032.1492939576
"5053","EDENDERRY","Waterford Vaccination Centre - WIT Arena",114456.348243841
"5054","ENNIS","Waterford Vaccination Centre - WIT Arena",138568.971690642
"5055","ENNISCORTHY","Waterford Vaccination Centre - WIT Arena",51575.6432614123
"5056","ENNISTIMON","Waterford Vaccination Centre - WIT Arena",157965.026388479
"5057","FERMOY","Waterford Vaccination Centre - WIT Arena",78763.3544911213
"5058","FIRHOUSE-BOHERNABREENA","Waterford Vaccination Centre - WIT Arena",123971.328860397
"5059","GALWAY CITY CENTRAL","Waterford Vaccination Centre - WIT Arena",171783.857938068
"5060","GALWAY CITY EAST","Waterford Vaccination Centre - WIT Arena",168146.818099261
"5061","GALWAY CITY WEST","Waterford Vaccination Centre - WIT Arena",172159.547055352
"5062","GLENCULLEN-SANDYFORD","Waterford Vaccination Centre - WIT Arena",127705.790291694
"5063","GLENTIES","Waterford Vaccination Centre - WIT Arena",308120.614408999
"5064","GOREY","Waterford Vaccination Centre - WIT Arena",75733.5268203957
"5065","GORT-KINVARA","Waterford Vaccination Centre - WIT Arena",146250.168415457
"5066","GRAIGUECULLEN-PORTARLINGTON","Waterford Vaccination Centre - WIT Arena",80769.8181021036
"5067","GRANARD","Waterford Vaccination Centre - WIT Arena",175059.215722319
"5068","GREYSTONES","Waterford Vaccination Centre - WIT Arena",120889.785099269
"5069","HOWTH-MALAHIDE","Waterford Vaccination Centre - WIT Arena",147327.697539139
"5070","KANTURK","Waterford Vaccination Centre - WIT Arena",122904.160213072
"5071","KELLS","Waterford Vaccination Centre - WIT Arena",168411.876101448
"5072","KENMARE","Waterford Vaccination Centre - WIT Arena",186765.171573766
"5073","KILDARE","Waterford Vaccination Centre - WIT Arena",104278.848472714
"5074","KILKENNY","Waterford Vaccination Centre - WIT Arena",46567.3599354156
"5075","KILLALOE","Waterford Vaccination Centre - WIT Arena",121367.078761287
"5076","KILLARNEY","Waterford Vaccination Centre - WIT Arena",155929.299257636
"5077","KILLINEY-SHANKILL","Waterford Vaccination Centre - WIT Arena",130138.04727106
"5078","KILMUCKRIDGE","Waterford Vaccination Centre - WIT Arena",61595.1154326848
"5079","KILRUSH","Waterford Vaccination Centre - WIT Arena",155418.082938733
"5080","KIMMAGE-RATHMINES","Waterford Vaccination Centre - WIT Arena",133369.284670641
"5081","KINNEGAD","Waterford Vaccination Centre - WIT Arena",150755.686551332
"5082","LAYTOWN-BETTYSTOWN","Waterford Vaccination Centre - WIT Arena",169545.189531971
"5083","LEIXLIP","Waterford Vaccination Centre - WIT Arena",133135.128126261
"5084","LETTERKENNY","Waterford Vaccination Centre - WIT Arena",303416.644687539
"5085","LIFFORD-STRANORLAR","Waterford Vaccination Centre - WIT Arena",289237.621590876
"5086","LIMERICK CITY EAST","Waterford Vaccination Centre - WIT Arena",102653.516650288
"5087","LIMERICK CITY NORTH","Waterford Vaccination Centre - WIT Arena",110101.097274617
"5088","LIMERICK CITY WEST","Waterford Vaccination Centre - WIT Arena",112453.587492222
"5089","LISMORE","Waterford Vaccination Centre - WIT Arena",49821.0282612292
"5090","LISTOWEL","Waterford Vaccination Centre - WIT Arena",163134.752370965
"5091","LONGFORD","Waterford Vaccination Centre - WIT Arena",172024.952234601
"5092","LOUGHREA","Waterford Vaccination Centre - WIT Arena",130633.883413663
"5093","LUCAN","Waterford Vaccination Centre - WIT Arena",131696.359881107
"5094","MACROOM","Waterford Vaccination Centre - WIT Arena",126941.910026086
"5095","MALLOW","Waterford Vaccination Centre - WIT Arena",104394.47461372
"5096","MANORHAMILTON","Waterford Vaccination Centre - WIT Arena",237459.937177862
"5097","MAYNOOTH","Waterford Vaccination Centre - WIT Arena",128734.14208463
"5098","MIDLETON","Waterford Vaccination Centre - WIT Arena",71143.5973563731
"5099","MILFORD","Waterford Vaccination Centre - WIT Arena",320363.751068614
"5100","MOATE","Waterford Vaccination Centre - WIT Arena",138947.694539606
"5101","MONAGHAN","Waterford Vaccination Centre - WIT Arena",227083.442997643
"5102","MUINEBEAG","Waterford Vaccination Centre - WIT Arena",48972.4548082463
"5103","MULLINGAR","Waterford Vaccination Centre - WIT Arena",142054.605272125
"5104","NAAS","Waterford Vaccination Centre - WIT Arena",114564.520582674
"5105","NAVAN","Waterford Vaccination Centre - WIT Arena",158229.80319582
"5106","NENAGH","Waterford Vaccination Centre - WIT Arena",104489.832961795
"5107","NEW ROSS","Waterford Vaccination Centre - WIT Arena",27660.3833639506
"5108","NEWBRIDGE","Waterford Vaccination Centre - WIT Arena",105817.654284112
"5109","NEWCASTLE WEST","Waterford Vaccination Centre - WIT Arena",131714.829721223
"5110","NEWPORT","Waterford Vaccination Centre - WIT Arena",94101.1863332536
"5111","NORTH INNER CITY","Waterford Vaccination Centre - WIT Arena",138035.33672128
"5112","ONGAR","Waterford Vaccination Centre - WIT Arena",137149.814186991
"5113","PALMERSTOWN-FONTHILL","Waterford Vaccination Centre - WIT Arena",133517.321268689
"5114","PEMBROKE","Waterford Vaccination Centre - WIT Arena",135480.990417011
"5115","PILTOWN","Waterford Vaccination Centre - WIT Arena",11227.9064570154
"5116","PORTLAOISE","Waterford Vaccination Centre - WIT Arena",80627.1871502365
